UID,health_impact,name
saving-goolengook-forest-block,,"Violence related health impacts (homicides, rape, etc..) "
saving-goolengook-forest-block,,Occupational disease and accidents
f-nanjing-tianjingwa-waste-disposal-site-china,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
f-nanjing-tianjingwa-waste-disposal-site-china,,Other environmental related diseases
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,,Accidents
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,,Deaths
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,,"Violence related health impacts (homicides, rape, etc..) "
sand-mining-and-the-sand-related-violence-in-makueni-county-kenya,,Occupational disease and accidents
severe-water-pollution-at-taihu-lake-jiangsu-china,,Infectious diseases
the-fujia-petrochemical-paraxylene-px-plant-protest-in-dalian-liaoning-china,,Other Health impacts
hainan-residents-against-construction-of-coal-fired-power-plant,,"Mental problems including stress, depression and suicide"
installation-of-a-photovoltaic-park-by-limes-renewable-energy-in-val-di-noto-sicily-italy,,Accidents
installation-of-a-photovoltaic-park-by-limes-renewable-energy-in-val-di-noto-sicily-italy,,Other Health impacts
cabo-delgado-communites-impacted-by-gas-exploration-projects,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
cabo-delgado-communites-impacted-by-gas-exploration-projects,,Other Health impacts
cabo-delgado-communites-impacted-by-gas-exploration-projects,,Accidents
300m-radioactive-waste-from-soviet-times-in-taboshar-tajikistan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
300m-radioactive-waste-from-soviet-times-in-taboshar-tajikistan,,Occupational disease and accidents
300m-radioactive-waste-from-soviet-times-in-taboshar-tajikistan,,Infectious diseases
300m-radioactive-waste-from-soviet-times-in-taboshar-tajikistan,,Accidents
save-the-mangrove-forest-in-pitas-sabah-malaysia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
save-the-mangrove-forest-in-pitas-sabah-malaysia,,Other Health impacts
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
resistance-to-soy-monoculture-expansion-in-colonia-barbero-san-pedro,,Malnutrition
kitchenuhmaykoosib-inninuwug-peoples-against-platinum-exploration-by-platinex-inc-ontario-canada,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mina-san-felipe-de-mineas-maria-y-real-de-angeles,,Other Health impacts
mina-san-felipe-de-mineas-maria-y-real-de-angeles,,Accidents
mina-san-felipe-de-mineas-maria-y-real-de-angeles,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
mina-san-felipe-de-mineas-maria-y-real-de-angeles,,"Mental problems including stress, depression and suicide"
mina-san-felipe-de-mineas-maria-y-real-de-angeles,,Deaths
mina-san-felipe-de-mineas-maria-y-real-de-angeles,,Other environmental related diseases
massacre-of-curuguaty,,"Violence related health impacts (homicides, rape, etc..) "
massacre-of-curuguaty,,Deaths
massacre-of-curuguaty,,Malnutrition
massacre-of-curuguaty,,Occupational disease and accidents
the-bridge-over-the-strait-of-messina,,Accidents
the-bridge-over-the-strait-of-messina,,Other Health impacts
fracking-and-flooding-in-fares-egypt,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
the-gubin-brody-lignite-mine-poland,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
safi-power-station-protests,,Other environmental related diseases
construction-of-methanol-plant-on-the-taman-peninsula,,Accidents
construction-of-methanol-plant-on-the-taman-peninsula,,Occupational disease and accidents
construction-of-methanol-plant-on-the-taman-peninsula,,Other Health impacts
waste-incineration-plant-near-wroclaw-lower-silesia-poland,,Occupational disease and accidents
waste-incineration-plant-near-wroclaw-lower-silesia-poland,,Other environmental related diseases
waste-incineration-plant-near-wroclaw-lower-silesia-poland,,Accidents
industrial-wastewater-management-st-lawrence-estuary,,Other environmental related diseases
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,Malnutrition
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,"Health problems related to alcoholism, prostitution"
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,Infectious diseases
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,Accidents
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,"Violence related health impacts (homicides, rape, etc..) "
hidroelectrica-cachuela-esperanza-en-el-rio-beni-bolivia,,Other Health impacts
anti-asbestos-campaign-australia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
anti-asbestos-campaign-australia,,"Mental problems including stress, depression and suicide"
anti-asbestos-campaign-australia,,Occupational disease and accidents
anti-asbestos-campaign-australia,,Infectious diseases
anti-asbestos-campaign-australia,,Deaths
extraccion-de-litio-en-el-salar-de-uyuni-bolivia,,Occupational disease and accidents
extraccion-de-litio-en-el-salar-de-uyuni-bolivia,,"Health problems related to alcoholism, prostitution"
extraccion-de-litio-en-el-salar-de-uyuni-bolivia,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
extraccion-de-litio-en-el-salar-de-uyuni-bolivia,,"Mental problems including stress, depression and suicide"
extraccion-de-litio-en-el-salar-de-uyuni-bolivia,,"Violence related health impacts (homicides, rape, etc..) "
oil-spills-devastates-swamps-in-ikeinghenbiri-community-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
oil-spills-devastates-swamps-in-ikeinghenbiri-community-nigeria,,Malnutrition
oil-spills-devastates-swamps-in-ikeinghenbiri-community-nigeria,,Infectious diseases
oil-spills-devastates-swamps-in-ikeinghenbiri-community-nigeria,,Other environmental related diseases
lungmen-nuclear-power-plant-nuke-4-taiwan,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
rubber-tappers-of-seringal-capatara-displaced-by-cattle-farmer-in-acre-brazil,,"Mental problems including stress, depression and suicide"
senhuile-ndiael-senegal,,Malnutrition
senhuile-ndiael-senegal,,"Mental problems including stress, depression and suicide"
waste-incineration-fuelled-cement-plant-in-morata-de-tajuna-spain,,Other Health impacts
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Malnutrition
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Infectious diseases
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Accidents
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Occupational disease and accidents
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Deaths
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Other environmental related diseases
contaminacion-por-quema-de-cana-de-azucar-en-nueva-esperanza-peru,,Other Health impacts
manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,,Accidents
manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,,Occupational disease and accidents
manantial-espejo-gold-and-silver-mining-santa-cruz-argentina,,Deaths
the-cleaner-lagos-initiative-threatens-wastepicker-livelihoods-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
the-cleaner-lagos-initiative-threatens-wastepicker-livelihoods-nigeria,,Accidents
the-cleaner-lagos-initiative-threatens-wastepicker-livelihoods-nigeria,,"Mental problems including stress, depression and suicide"
the-cleaner-lagos-initiative-threatens-wastepicker-livelihoods-nigeria,,Occupational disease and accidents
the-cleaner-lagos-initiative-threatens-wastepicker-livelihoods-nigeria,,Infectious diseases
the-cleaner-lagos-initiative-threatens-wastepicker-livelihoods-nigeria,,"Violence related health impacts (homicides, rape, etc..) "
artvin-kabaca-valley-hydro-power-plant-turkey,,Accidents
artvin-kabaca-valley-hydro-power-plant-turkey,,Occupational disease and accidents
artvin-kabaca-valley-hydro-power-plant-turkey,,Other environmental related diseases
the-new-reppie-incinerator-at-koshe-landfill-in-addis-ababa-ethiopia-leaves-the-wastepickers-without-livelihood,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
the-new-reppie-incinerator-at-koshe-landfill-in-addis-ababa-ethiopia-leaves-the-wastepickers-without-livelihood,,Deaths
the-new-reppie-incinerator-at-koshe-landfill-in-addis-ababa-ethiopia-leaves-the-wastepickers-without-livelihood,,Other environmental related diseases
the-new-reppie-incinerator-at-koshe-landfill-in-addis-ababa-ethiopia-leaves-the-wastepickers-without-livelihood,,Other Health impacts
whyl-in-germany,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
whyl-in-germany,,Accidents
whyl-in-germany,,Occupational disease and accidents
usa-mobile-user-objective-system-muos-in-niscemi-italy,,Accidents
usa-mobile-user-objective-system-muos-in-niscemi-italy,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
usa-mobile-user-objective-system-muos-in-niscemi-italy,,Deaths
usa-mobile-user-objective-system-muos-in-niscemi-italy,,Other Health impacts
listuguj-reserve,,"Mental problems including stress, depression and suicide"
listuguj-reserve,,"Violence related health impacts (homicides, rape, etc..) "
listuguj-reserve,,Malnutrition
rogun-dam-tajikistan,,Malnutrition
rogun-dam-tajikistan,,"Mental problems including stress, depression and suicide"
mawchi-tungsten-mine-karenni-state-myanmar,,Accidents
mawchi-tungsten-mine-karenni-state-myanmar,,"Mental problems including stress, depression and suicide"
mawchi-tungsten-mine-karenni-state-myanmar,,Other environmental related diseases
mawchi-tungsten-mine-karenni-state-myanmar,,Malnutrition
tauramena-casanare-colombia,,Other environmental related diseases
shells-operations-contaminate-okorogbene-community-nigeria,,Accidents
shells-operations-contaminate-okorogbene-community-nigeria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
shells-operations-contaminate-okorogbene-community-nigeria,,Malnutrition
shells-operations-contaminate-okorogbene-community-nigeria,,"Mental problems including stress, depression and suicide"
shells-operations-contaminate-okorogbene-community-nigeria,,"Violence related health impacts (homicides, rape, etc..) "
shells-operations-contaminate-okorogbene-community-nigeria,,"Health problems related to alcoholism, prostitution"
shells-operations-contaminate-okorogbene-community-nigeria,,Occupational disease and accidents
shells-operations-contaminate-okorogbene-community-nigeria,,Deaths
cross-bronx-highway,,Accidents
cross-bronx-highway,,"Health problems related to alcoholism, prostitution"
cross-bronx-highway,,Occupational disease and accidents
lafarge-limestonemining-Meghalaya,,Accidents
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,Accidents
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,Malnutrition
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,"Mental problems including stress, depression and suicide"
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,"Violence related health impacts (homicides, rape, etc..) "
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,"Health problems related to alcoholism, prostitution"
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,Occupational disease and accidents
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,Deaths
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,Infectious diseases
roma-exposed-to-epidemics-due-to-waste-overflow-in-block-20-yambol-bulgaria,,Other Health impacts
contamination-of-drinking-water-by-chlorothalonil-in-cipreses-costa-rica,,"Mental problems including stress, depression and suicide"
contamination-of-drinking-water-by-chlorothalonil-in-cipreses-costa-rica,,Deaths
contamination-of-drinking-water-by-chlorothalonil-in-cipreses-costa-rica,,Other Health impacts
chinese-industrial-fishing-fleet-in-ghana,,Accidents
chinese-industrial-fishing-fleet-in-ghana,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
chinese-industrial-fishing-fleet-in-ghana,,Malnutrition
chinese-industrial-fishing-fleet-in-ghana,,"Mental problems including stress, depression and suicide"
chinese-industrial-fishing-fleet-in-ghana,,"Health problems related to alcoholism, prostitution"
gold-fields-cerro-corona,,"Exposure to unknown or uncertain complex risks (radiation, etc…)"
gold-fields-cerro-corona,,Malnutrition
gold-fields-cerro-corona,,"Mental problems including stress, depression and suicide"
gold-fields-cerro-corona,,"Health problems related to alcoholism, prostitution"
gold-fields-cerro-corona,,Other environmental related diseases
gold-fields-cerro-corona,,Other Health impacts
gold-fields-cerro-corona,,Accidents
gold-fields-cerro-corona,,"Violence related health impacts (homicides, rape, etc..) "
gold-fields-cerro-corona,,Occupational disease and accidents
gold-fields-cerro-corona,,Infectious diseases
gold-fields-cerro-corona,,Deaths
tata-steel-creates-pollution-and-public-health-concerns-in-ijmuiden-the-netherlands,,Other environmental related diseases
